ID,year,region,wine,beer,vodka,champagne,brandy
1221,2014,Krasnoyarsk Krai,4.8,61.3,6.7,1.6,0.8
1222,2014,Republic of Crimea,3.7,16.2,3.9,0.8,1.1
1223,2014,Kurgan Oblast,5,70,4.2,1.3,0.4
1224,2014,Kursk Oblast,5.7,44.8,4.3,1.6,0.5
1225,2014,Leningrad Oblast,9.2,49.7,10.6,2,1.3
1226,2014,Lipetsk Oblast,6.4,56.8,5,1.2,0.4
1227,2014,Magadan Oblast,7.7,63.5,16.5,4.3,2
1228,2014,Mari El Republic,8.6,34.6,9.3,1.1,0.6
1229,2014,Republic of Mordovia,8.2,55.9,7.4,0.7,0.4
1230,2014,Moscow,8.5,82.9,15.7,5.1,1.7
1231,2014,Moscow Oblast,8.2,97.7,10.1,2.4,1.3
1232,2014,Murmansk Oblast,8,56.3,11.3,2.7,1.7
1233,2014,Nenets Autonomous Okrug,11.4,49.5,11.5,2.1,1
1234,2014,Nizhny Novgorod Oblast,7.8,56.3,7,1,0.7
1235,2014,Novgorod Oblast,12,53.7,10.5,2,1
1236,2014,Novosibirsk Oblast,6,67.5,6.5,1.9,0.6
1237,2014,Omsk Oblast,4.9,79.7,4.3,1.5,0.5
1238,2014,Orenburg Oblast,4,60.5,3.7,1.2,0.3
1239,2014,Oryol Oblast,6.9,54.4,4.9,1.7,0.5
1240,2014,Penza Oblast,7.2,100.7,4.9,0.9,0.4
1241,2014,Perm Krai,6.5,52.9,8.5,1.3,0.9
1242,2014,Primorsky Krai,6.7,66.1,11.4,2.4,1.1
1243,2014,Pskov Oblast,12.1,47.5,8.4,1.9,0.7
1244,2014,Altai Republic,4.2,39,8.8,1.4,0.4
1245,2014,Komi Republic,10.4,65,14.3,2,1.3
1246,2014,Tuva Republic,2.1,84.6,4,0.7,0.3
1247,2014,Rostov Oblast,4.5,55,3.9,1.3,0.5
1248,2014,Ryazan Oblast,6.7,52.1,5.6,1.4,0.6
1249,2014,Samara Oblast,5.6,59.9,4.9,1.7,0.6
1250,2014,Saint Petersburg,8.2,41.8,7.7,2.9,1.3
1251,2014,Saratov Oblast,5.1,37.8,3.4,1.5,0.5
1252,2014,Sakhalin Oblast,8,76.7,13.4,3.8,1.3
1253,2014,Sverdlovsk Oblast,7.3,73.7,8.4,1.8,0.9
1254,2014,Sevastopol,5.6,26,5.1,2.1,1.3
1255,2014,Republic of North Ossetia-Alania,0.6,19.8,1.3,0.6,0.1
1256,2014,Smolensk Oblast,8.7,55.5,8.8,2.1,0.9
1257,2014,Stavropol Krai,4.8,59.3,3,1.4,0.6
1258,2014,Tambov Oblast,5.2,61.7,3.9,0.8,0.4
1259,2014,Republic of Tatarstan,4.2,70.9,9.3,0.8,0.6
1260,2014,Tver Oblast,8.1,64.2,9.4,1.7,0.8
1261,2014,Tomsk Oblast,5.5,45.1,6.8,1.5,0.7
1262,2014,Tula Oblast,5.3,47.8,5.6,1.3,0.6
1263,2014,Tyumen Oblast,5.2,77.9,9.9,2,1.2
1264,2014,Udmurt Republic,5.9,68.8,9.3,1,0.6
1265,2014,Ulyanovsk Oblast,6.4,47.6,4.9,1.2,0.5
1266,2014,Khabarovsk Krai,5.7,90.9,12,3,0.9
1267,2014,Republic of Khakassia,4.1,82.2,4.6,1.2,0.6
1268,2014,Khanty–Mansi Autonomous Okrug – Yugra,4.4,69.9,10.9,1.8,1.4
1269,2014,Chelyabinsk Oblast,5.9,53.9,5.8,1.7,0.6
1270,2014,Chechen Republic,,4.9,,,
1271,2014,Chuvash Republic,6.5,40.2,9.4,0.7,0.5
1272,2014,Chukotka Autonomous Okrug,9.6,32.7,11.3,2.6,1.5
1273,2014,Sakha (Yakutia) Republic,5.4,56.1,9.8,1.9,0.6
1274,2014,Yamalo-Nenets Autonomous Okrug,5,86.2,10.2,2,1.5
1275,2014,Yaroslavl Oblast,9.9,60.9,9.8,1.5,1
1276,2015,Republic of Adygea,3.9,26,3.5,1.2,0.5
1277,2015,Altai Krai,4.4,45.8,4.5,0.9,0.3
1278,2015,Amur Oblast,6,50.7,6.7,1.5,0.5
1279,2015,Arkhangelsk Oblast,9,49.1,11.8,1.8,0.9
1280,2015,Astrakhan Oblast,4.7,37.4,4.7,0.9,0.6
1281,2015,Republic of Bashkortostan,3.3,42,5.7,0.8,0.4
1282,2015,Belgorod Oblast,2.7,53.4,4.6,1.1,0.3
1283,2015,Bryansk Oblast,8.3,39.5,5.7,1.2,0.5
1284,2015,Republic of Buryatia,5.2,38.3,7.9,0.7,0.3
1285,2015,Vladimir Oblast,9.2,50.9,7.4,1,0.7
1286,2015,Volgograd Oblast,5.2,48.8,3.3,1.4,0.5
1287,2015,Vologda Oblast,8.5,34.7,9.3,1.1,0.6
1288,2015,Voronezh Oblast,5.5,51.1,4.1,1.4,0.5
1289,2015,Republic of Dagestan,0.4,2.1,1.9,0.3,0.3
1290,2015,Jewish Autonomous Oblast,5.4,59,8,1.6,0.4
1291,2015,Zabaykalsky Krai,6.6,31.9,7,0.9,0.3
1292,2015,Ivanovo Oblast,7.7,72.1,6.6,0.9,0.5
1293,2015,Republic of Ingushetia,,0.5,,,
1294,2015,Irkutsk Oblast,6,66.9,6.8,1.4,0.5
1295,2015,Kabardino-Balkar Republic,0.6,16.3,0.5,0.3,0.1
1296,2015,Kaliningrad Oblast,8.6,36.1,7.2,1.4,1.1
1297,2015,Republic of Kalmykia,2.7,19.6,3.4,0.3,0.4
1298,2015,Kaluga Oblast,7.6,45.6,7.6,1.6,0.9
1299,2015,Kamchatka Krai,7,81.2,11.4,3.7,1.5
1300,2015,Karachay-Cherkess Republic,1.1,28.9,0.8,0.3,0.2
1301,2015,Republic of Karelia,11.7,53.8,12,1.5,1.1
1302,2015,Kemerovo Oblast,4.9,72.4,6.8,1.2,0.5
1303,2015,Kirov Oblast,7.5,72.9,9.7,1,0.5
1304,2015,Kostroma Oblast,7,39.1,8.2,1,0.5
1305,2015,Krasnodar Krai,5.6,63,3.8,1.7,0.7
1306,2015,Krasnoyarsk Krai,5.1,60.1,5.9,1.6,0.7
1307,2015,Republic of Crimea,4,42.8,3.8,1.6,0.9
1308,2015,Kurgan Oblast,4.9,63.6,3.3,1.1,0.4
1309,2015,Kursk Oblast,5.5,41.9,3.8,1.4,0.4
1310,2015,Leningrad Oblast,9.5,44.4,9.6,1.8,1.3
1311,2015,Lipetsk Oblast,6.2,40,4.5,1.1,0.4
1312,2015,Magadan Oblast,8.2,59.8,14.1,3.9,1.7
1313,2015,Mari El Republic,8.5,32.4,8.8,0.8,0.6
1314,2015,Republic of Mordovia,5.3,31.4,6.6,0.7,0.3
1315,2015,Moscow,7.5,79.5,13.3,4.5,1.5
1316,2015,Moscow Oblast,8.3,94.9,9.4,2.3,1.2
1317,2015,Murmansk Oblast,8.5,45.7,12.2,2.7,1.9
1318,2015,Nenets Autonomous Okrug,12.8,56.9,12.5,2.6,1.1
1319,2015,Nizhny Novgorod Oblast,6.8,56.9,6.7,1.1,0.7
1320,2015,Novgorod Oblast,10.5,49.3,8.5,1.4,0.9
1321,2015,Novosibirsk Oblast,5.8,55.7,4.9,1.4,0.5
1322,2015,Omsk Oblast,5,60.4,3.4,1.2,0.4
1323,2015,Orenburg Oblast,4.5,42,3.2,1,0.3
1324,2015,Oryol Oblast,7.2,49.4,4.4,1.5,0.5
1325,2015,Penza Oblast,6.2,65.6,4.3,0.7,0.3
1326,2015,Perm Krai,5.8,47.3,6.9,0.9,0.8
1327,2015,Primorsky Krai,6.2,71.5,7.7,2,0.8
1328,2015,Pskov Oblast,9.7,50.9,6.7,1.7,0.7
1329,2015,Altai Republic,4.3,40.3,7.7,1,0.3
1330,2015,Komi Republic,9.5,64.7,13,1.7,1.1
1331,2015,Tuva Republic,1.9,67,2.2,0.5,0.2
1332,2015,Rostov Oblast,4.4,55.3,3.8,1.2,0.5
1333,2015,Ryazan Oblast,6.4,41.5,5.1,1.2,0.5
1334,2015,Samara Oblast,5.7,60.6,4.5,1.3,0.6
1335,2015,Saint Petersburg,8.1,36.1,6.9,2.3,1.3
1336,2015,Saratov Oblast,5,42.4,2.8,0.9,0.4
1337,2015,Sakhalin Oblast,8.8,82.8,13,3.9,1.2
1338,2015,Sverdlovsk Oblast,7.2,63.9,6.8,1.6,0.9
1339,2015,Sevastopol,5,15.2,4.1,2,0.9
1340,2015,Republic of North Ossetia-Alania,0.5,19.2,0.6,0.5,0.1
1341,2015,Smolensk Oblast,8,51.8,7.1,1.7,0.8
1342,2015,Stavropol Krai,3.9,57.5,2.4,1.1,0.5
1343,2015,Tambov Oblast,4.9,58.1,3,0.8,0.3
1344,2015,Republic of Tatarstan,4.2,64,9.1,0.7,0.5
1345,2015,Tver Oblast,7.7,68.6,8.2,1.5,0.7
1346,2015,Tomsk Oblast,5.1,46.2,4.5,1.4,0.6
1347,2015,Tula Oblast,5.5,46.4,4.6,1.1,0.5
1348,2015,Tyumen Oblast,5.2,75.7,8.9,1.9,1.1
1349,2015,Udmurt Republic,5.5,60.3,9,0.9,0.6
1350,2015,Ulyanovsk Oblast,7.6,46.6,5.1,1.5,0.6
1351,2015,Khabarovsk Krai,6,68.3,11.1,2.8,0.8
1352,2015,Republic of Khakassia,4.5,84.3,4.7,1.4,0.5
1353,2015,Khanty–Mansi Autonomous Okrug – Yugra,4.4,68.7,9.8,2,1.3
1354,2015,Chelyabinsk Oblast,4.8,43.6,4.4,1.4,0.5
1355,2015,Chechen Republic,,2.2,,,
1356,2015,Chuvash Republic,6.3,41.4,8.2,0.5,0.4
1357,2015,Chukotka Autonomous Okrug,4.7,31.5,11.2,2.6,1.3
1358,2015,Sakha (Yakutia) Republic,5.1,56,8.9,1.7,0.6
1359,2015,Yamalo-Nenets Autonomous Okrug,4.6,82.7,8.6,1.9,1.3
1360,2015,Yaroslavl Oblast,9.3,39,8.7,1.4,0.9
1361,2016,Republic of Adygea,3.6,27.3,3.6,1,0.5
1362,2016,Altai Krai,4.8,37.3,4.5,0.7,0.3
1363,2016,Amur Oblast,6.2,46.9,6,1.3,0.5
1364,2016,Arkhangelsk Oblast,8.4,51.6,12.2,1.8,0.9
1365,2016,Astrakhan Oblast,4.5,38.3,4.5,0.9,0.6
1366,2016,Republic of Bashkortostan,2.7,61.9,6.8,0.6,0.5
1367,2016,Belgorod Oblast,2.6,53.4,4.2,0.9,0.3
1368,2016,Bryansk Oblast,7,35,4.8,0.7,0.4
1369,2016,Republic of Buryatia,4.8,36.8,7.8,0.8,0.3
1370,2016,Vladimir Oblast,8.8,50.9,7.5,1,0.7
1371,2016,Volgograd Oblast,5.5,39.8,3.3,1.2,0.5
1372,2016,Vologda Oblast,8.6,37.3,9.9,1.2,0.6
1373,2016,Voronezh Oblast,5.5,43.4,4.3,1.3,0.6
1374,2016,Republic of Dagestan,0.1,1,2.2,0.2,0.3
1375,2016,Jewish Autonomous Oblast,5.5,59.6,8.3,1.6,0.5
1376,2016,Zabaykalsky Krai,6.4,30.8,6.8,0.9,0.3
1377,2016,Ivanovo Oblast,8.2,55.4,7.8,1.1,0.5
1378,2016,Republic of Ingushetia,,,,,
1379,2016,Irkutsk Oblast,6.1,61.3,6.8,1.3,0.5
1380,2016,Kabardino-Balkar Republic,0.6,14.5,0.5,0.2,0.1
1381,2016,Kaliningrad Oblast,8.6,38.2,6.2,1.4,1.1
1382,2016,Republic of Kalmykia,2.6,20.3,3.3,0.3,0.4
1383,2016,Kaluga Oblast,7.5,45.1,7.6,1.5,0.9
1384,2016,Kamchatka Krai,6.6,85.4,10.4,3.3,1.3
1385,2016,Karachay-Cherkess Republic,0.9,25.3,0.7,0.2,0.1
1386,2016,Republic of Karelia,11.5,51.7,12.2,1.4,1.2
1387,2016,Kemerovo Oblast,4.9,60.4,7.6,1.2,0.5
1388,2016,Kirov Oblast,7.3,70.4,9.7,1,0.5
1389,2016,Kostroma Oblast,7.2,49.4,8.5,1,0.5
1390,2016,Krasnodar Krai,5.3,63.5,3.8,1.5,0.6
1391,2016,Krasnoyarsk Krai,5.3,58.2,5.8,1.7,0.5
1392,2016,Republic of Crimea,4.4,42.1,5.1,1.7,0.7
1393,2016,Kurgan Oblast,4.6,59.2,3,0.9,0.4
1394,2016,Kursk Oblast,5.3,43.2,4,1.1,0.4
1395,2016,Leningrad Oblast,8.1,41,8.4,1.6,1.3
1396,2016,Lipetsk Oblast,6.2,39.7,4.6,1.1,0.4
1397,2016,Magadan Oblast,7.6,56.5,12.7,3.1,1.3
1398,2016,Mari El Republic,8,38.2,9.5,0.8,0.7
1399,2016,Republic of Mordovia,4.7,46.1,6.5,0.6,0.3
1400,2016,Moscow,6.6,69.2,12.1,4,1.1
1401,2016,Moscow Oblast,8.7,99.1,9.6,2.2,1.3
1402,2016,Murmansk Oblast,8.1,47.6,12.2,2.5,1.9
1403,2016,Nenets Autonomous Okrug,11.7,59.6,11.5,2.6,1
1404,2016,Nizhny Novgorod Oblast,6.3,56.6,6.5,1.1,0.7
1405,2016,Novgorod Oblast,10.6,47.4,8.5,1.4,0.9
1406,2016,Novosibirsk Oblast,6.7,46.6,4.9,1.3,0.6
1407,2016,Omsk Oblast,5,53.2,3.5,1.1,0.5
1408,2016,Orenburg Oblast,4.5,42.4,3.3,1,0.3
1409,2016,Oryol Oblast,6.4,44.2,4.1,1.2,0.5
1410,2016,Penza Oblast,5.9,51.1,4.4,0.6,0.3
1411,2016,Perm Krai,5.5,51.5,7.1,0.9,0.7
1412,2016,Primorsky Krai,6.8,72.4,8.6,2.2,0.8
1413,2016,Pskov Oblast,10.4,38.5,6.4,1.5,0.8
1414,2016,Altai Republic,4.5,42.2,6.6,1,0.3
1415,2016,Komi Republic,9.6,63.4,12.5,1.6,1.2
1416,2016,Tuva Republic,1.9,59.5,2.4,0.5,0.2
1417,2016,Rostov Oblast,4.2,55.4,3.8,1.1,0.5
1418,2016,Ryazan Oblast,6.3,41.1,4.9,1.2,0.6
1419,2016,Samara Oblast,6.2,59.9,4.3,1.2,0.6
1420,2016,Saint Petersburg,7.1,33.7,6.3,1.9,1.2
1421,2016,Saratov Oblast,4.6,42.1,2.9,0.8,0.4
1422,2016,Sakhalin Oblast,7.6,58.3,12.8,3.3,1.3
1423,2016,Sverdlovsk Oblast,7.6,55.5,7.3,1.7,1
1424,2016,Sevastopol,5.4,22.9,7,1.8,1.1
1425,2016,Republic of North Ossetia-Alania,0.5,17.3,0.4,0.4,0.1
1426,2016,Smolensk Oblast,7.9,48,6.8,1.6,0.8
1427,2016,Stavropol Krai,3.8,57.4,2.3,1.1,0.5
1428,2016,Tambov Oblast,4.8,58.2,3,0.8,0.4
1429,2016,Republic of Tatarstan,4.4,59.1,9,0.6,0.5
1430,2016,Tver Oblast,7.8,63.6,7.9,1.6,0.7
1431,2016,Tomsk Oblast,5.1,43.4,4.5,1.4,0.6
1432,2016,Tula Oblast,5.5,43.1,4.7,1,0.5
1433,2016,Tyumen Oblast,5.1,73.4,8.4,1.9,1.1
1434,2016,Udmurt Republic,5.5,58.1,8.6,0.9,0.6
1435,2016,Ulyanovsk Oblast,6.6,46.9,4.6,1.1,0.5
1436,2016,Khabarovsk Krai,7,73.7,11.2,2.6,0.9
1437,2016,Republic of Khakassia,4.3,79.1,4.7,1.4,0.5
1438,2016,Khanty–Mansi Autonomous Okrug – Yugra,4.3,67.5,9.2,2,1.3
1439,2016,Chelyabinsk Oblast,5.3,42.6,5.1,1.2,0.6
1440,2016,Chechen Republic,,1.2,,,
1441,2016,Chuvash Republic,5,42.3,7.7,0.7,0.4
1442,2016,Chukotka Autonomous Okrug,3.9,34,11.6,1.8,1.1
1443,2016,Sakha (Yakutia) Republic,4.3,56.1,8.2,1.8,0.5
1444,2016,Yamalo-Nenets Autonomous Okrug,4.5,75.8,8.2,1.7,1.3
1445,2016,Yaroslavl Oblast,10.2,38,8.9,1.4,1
