ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
1188,2013,Sakha (Yakutia) Republic,8.8,17.5,8.7,60.45,64.9
1189,2013,Yamalo-Nenets Autonomous Okrug,11.5,16.6,5.1,43.74,83.8
1190,2013,Yaroslavl Oblast,-3.7,12.1,15.8,72.87,81.9
1191,2014,Republic of Adygea,-0.6,12.7,13.3,73.96,47
1192,2014,Altai Krai,-1,13.2,14.2,74.16,55.8
1193,2014,Amur Oblast,-0.2,13.7,13.9,68.21,67.1
1194,2014,Arkhangelsk Oblast,-0.9,12.5,13.4,71.83,76.7
1195,2014,Astrakhan Oblast,2.3,14.9,12.6,69.58,66.7
1196,2014,Republic of Bashkortostan,1.7,14.8,13.1,68.73,61.4
1197,2014,Belgorod Oblast,-2.5,11.5,14,70.11,66.8
1198,2014,Bryansk Oblast,-5,11,16,72,69.5
1199,2014,Republic of Buryatia,6,17.5,11.5,69.59,58.8
1200,2014,Vladimir Oblast,-5.4,11.2,16.6,74.64,77.7
1201,2014,Volgograd Oblast,-2.1,11.6,13.7,71.67,76.4
1202,2014,Vologda Oblast,-1.2,13.6,14.8,72.08,71.5
1203,2014,Voronezh Oblast,-4.8,10.9,15.7,71.43,66.7
1204,2014,Republic of Dagestan,13.6,19.1,5.5,62.04,45.1
1205,2014,Jewish Autonomous Oblast,-1.1,13.9,15,69.06,67.9
1206,2014,Zabaykalsky Krai,3.5,16,12.5,67.69,67.1
1207,2014,Ivanovo Oblast,-5.3,11.1,16.4,73.65,81.1
1208,2014,Republic of Ingushetia,18,21.5,3.5,68.69,40.4
1209,2014,Irkutsk Oblast,1.6,15.3,13.7,70.26,79.4
1210,2014,Kabardino-Balkar Republic,6.8,15.6,8.8,64.15,52.3
1211,2014,Kaliningrad Oblast,-0.7,12.6,13.3,66.43,77.6
1212,2014,Republic of Kalmykia,4.2,14.1,9.9,66.01,44.9
1213,2014,Kaluga Oblast,-3.5,11.8,15.3,71.58,75.9
1214,2014,Kamchatka Krai,1.7,13.2,11.5,57.23,77.4
1215,2014,Karachay-Cherkess Republic,3.8,13.5,9.7,67.56,42.7
1216,2014,Republic of Karelia,-2.3,12.3,14.6,71.86,79.2
1217,2014,Kemerovo Oblast,-1.4,13.2,14.6,72.03,85.6
1218,2014,Kirov Oblast,-2.3,12.8,15.1,75.54,75.1
1219,2014,Kostroma Oblast,-3.2,12.6,15.8,75.18,70.8
1220,2014,Krasnodar Krai,0.6,13.5,12.9,72.17,53.9
1221,2014,Krasnoyarsk Krai,1.7,14.4,12.7,64.92,76.4
1222,2014,Republic of Crimea,-2.4,12.9,,,
1223,2014,Kurgan Oblast,-2.3,13.6,15.9,80.89,61.1
1224,2014,Kursk Oblast,-4.9,11.7,16.6,74.24,66.5
1225,2014,Leningrad Oblast,-5.4,9.1,14.5,69.23,64.9
1226,2014,Lipetsk Oblast,-3.9,11.5,15.4,73.09,64.1
1227,2014,Magadan Oblast,0.3,12.2,11.9,58.62,95.3
1228,2014,Mari El Republic,1,14.7,13.7,68.53,64.8
1229,2014,Republic of Mordovia,-4.3,10,14.3,67.19,60.7
1230,2014,Moscow,1.6,11.3,9.7,63.49,98.9
1231,2014,Moscow Oblast,-1.3,12.5,13.8,65.27,81.6
1232,2014,Murmansk Oblast,0.3,11.7,11.4,59.94,92.7
1233,2014,Nenets Autonomous Okrug,7.9,16.8,8.9,65.33,70.8
1234,2014,Nizhny Novgorod Oblast,-4,11.9,15.9,71.33,79.2
1235,2014,Novgorod Oblast,-5.4,12,17.4,77.87,70.5
1236,2014,Novosibirsk Oblast,0.7,14,13.3,66.89,78.2
1237,2014,Omsk Oblast,1.9,15.1,13.2,67.57,71.9
1238,2014,Orenburg Oblast,0.4,14.6,14.2,71.11,59.8
1239,2014,Oryol Oblast,-5.4,11,16.4,74.26,65.9
1240,2014,Penza Oblast,-4,10.8,14.8,73.41,68
1241,2014,Perm Krai,0.7,14.7,14,71.7,75.3
1242,2014,Primorsky Krai,-0.6,12.8,13.4,64.84,76.7
1243,2014,Pskov Oblast,-7.5,10.9,18.4,76.17,70.2
1244,2014,Altai Republic,9.6,20.7,11.1,76.88,29
1245,2014,Komi Republic,2,14.2,12.2,63.22,77.5
1246,2014,Tuva Republic,14.4,25.3,10.9,76.01,54
1247,2014,Rostov Oblast,-2,12.1,14.1,70.01,67.8
1248,2014,Ryazan Oblast,-5.1,11,16.1,75.35,71.1
1249,2014,Samara Oblast,-1.7,12.6,14.3,69.32,80.3
1250,2014,Saint Petersburg,1.3,13,11.7,63.69,100
1251,2014,Saratov Oblast,-2.5,11.6,14.1,71.05,75
1252,2014,Sakhalin Oblast,0.6,13.6,13,64.7,81.2
1253,2014,Sverdlovsk Oblast,0.5,14.5,14,71.54,84.2
1254,2014,Sevastopol,-1.7,12.6,,,
1255,2014,Republic of North Ossetia-Alania,4.6,15.3,10.7,72.42,64
1256,2014,Smolensk Oblast,-5.3,10.8,16.1,69.23,72.1
1257,2014,Stavropol Krai,1.3,13,11.7,68.07,57.9
1258,2014,Tambov Oblast,-6.5,9.8,16.3,73.39,59.4
1259,2014,Republic of Tatarstan,2.5,14.7,12.2,68.11,76.1
1260,2014,Tver Oblast,-6.5,11.3,17.8,75.86,74.9
1261,2014,Tomsk Oblast,2,13.7,11.7,63.17,71.6
1262,2014,Tula Oblast,-7.1,10,17.1,75.13,76.6
1263,2014,Tyumen Oblast,5.4,17,11.6,65.67,64.3
1264,2014,Udmurt Republic,1.7,14.5,12.8,70.83,65.3
1265,2014,Ulyanovsk Oblast,-2.7,11.9,14.6,70.37,74.2
1266,2014,Khabarovsk Krai,0.7,14,13.3,63.05,81.7
1267,2014,Republic of Khakassia,2.1,15.2,13.1,71.62,68.1
1268,2014,Khanty–Mansi Autonomous Okrug – Yugra,10.8,17.2,6.4,52.35,92
1269,2014,Chelyabinsk Oblast,0.4,14.2,13.8,72.02,82.4
1270,2014,Chechen Republic,19.2,24.3,5.1,77.55,34.8
1271,2014,Chuvash Republic,0.6,13.9,13.3,68.22,60.2
1272,2014,Chukotka Autonomous Okrug,2.8,13.7,10.9,51.91,67.5
1273,2014,Sakha (Yakutia) Republic,9.2,17.8,8.6,62.81,65.2
1274,2014,Yamalo-Nenets Autonomous Okrug,11.8,16.9,5.1,45.76,83.9
1275,2014,Yaroslavl Oblast,-3.6,11.9,15.5,75.14,81.8
1276,2015,Republic of Adygea,-0.5,12.5,13,75.5,47.1
1277,2015,Altai Krai,-1.5,12.6,14.1,77.33,56
1278,2015,Amur Oblast,-0.6,13.3,13.9,70.29,67.3
1279,2015,Arkhangelsk Oblast,-1.4,12.2,13.6,74.91,77.2
1280,2015,Astrakhan Oblast,2.2,14.5,12.3,72.13,66.5
1281,2015,Republic of Bashkortostan,1.2,14.5,13.3,71.38,61.7
1282,2015,Belgorod Oblast,-2.4,11.5,13.9,72.67,66.9
1283,2015,Bryansk Oblast,-4.4,11.4,15.8,74.39,69.8
1284,2015,Republic of Buryatia,5.9,17.3,11.4,72.45,58.9
1285,2015,Vladimir Oblast,-4.9,11.6,16.5,77.41,77.8
1286,2015,Volgograd Oblast,-2.3,11.5,13.8,74.02,76.5
1287,2015,Vologda Oblast,-1.1,13.7,14.8,75.3,71.9
1288,2015,Voronezh Oblast,-4.2,11.1,15.3,73.51,66.9
1289,2015,Republic of Dagestan,12.9,18.3,5.4,62.81,45.1
1290,2015,Jewish Autonomous Oblast,-1.4,14,15.4,71.77,68.2
1291,2015,Zabaykalsky Krai,2.5,15.4,12.9,70.13,67.4
1292,2015,Ivanovo Oblast,-4.6,11.4,16,76.11,81.2
1293,2015,Republic of Ingushetia,15.2,18.5,3.3,69.36,40.7
1294,2015,Irkutsk Oblast,1.7,15.3,13.6,72.92,78.9
1295,2015,Kabardino-Balkar Republic,5.8,14.6,8.8,66.09,52.2
1296,2015,Kaliningrad Oblast,-0.5,12.7,13.2,68.88,77.7
1297,2015,Republic of Kalmykia,3.8,13.6,9.8,69.17,45.1
1298,2015,Kaluga Oblast,-2.4,12.6,15,73.6,76.2
1299,2015,Kamchatka Krai,1.6,13.1,11.5,59.49,77.5
1300,2015,Karachay-Cherkess Republic,2.7,12.3,9.6,69.19,42.7
1301,2015,Republic of Karelia,-3.1,12.2,15.3,74.87,79.6
1302,2015,Kemerovo Oblast,-2,12.5,14.5,75,85.7
1303,2015,Kirov Oblast,-2.5,12.7,15.2,79.24,75.6
1304,2015,Kostroma Oblast,-3.5,12.5,16,78.34,71.3
1305,2015,Krasnodar Krai,0.5,13.5,13,74.76,54.1
1306,2015,Krasnoyarsk Krai,1.7,14.4,12.7,67.45,76.7
1307,2015,Republic of Crimea,-2.7,12.6,15.3,78.33,50.7
1308,2015,Kurgan Oblast,-2.7,13.4,16.1,84.36,61.5
1309,2015,Kursk Oblast,-4.7,11.6,16.3,76.71,66.9
1310,2015,Leningrad Oblast,-5,9,14,71.52,64.6
1311,2015,Lipetsk Oblast,-3.7,11.6,15.3,75.71,64.2
1312,2015,Magadan Oblast,0,11.9,11.9,61.23,95.4
1313,2015,Mari El Republic,0.6,14.4,13.8,72.25,65.2
1314,2015,Republic of Mordovia,-4.4,9.7,14.1,69.55,61.2
1315,2015,Moscow,1.7,11.6,9.9,65.79,98.8
1316,2015,Moscow Oblast,-0.1,12.9,13,67.26,81.6
1317,2015,Murmansk Oblast,0.3,11.9,11.6,62.42,92.6
1318,2015,Nenets Autonomous Okrug,8.4,17.6,9.2,67.79,71.7
1319,2015,Nizhny Novgorod Oblast,-3.2,12.3,15.5,73.86,79.4
1320,2015,Novgorod Oblast,-5.6,11.9,17.5,80.78,70.9
1321,2015,Novosibirsk Oblast,1.1,14.2,13.1,69.62,78.5
1322,2015,Omsk Oblast,1,14.4,13.4,70.56,72.2
1323,2015,Orenburg Oblast,0.2,14.2,14,74.13,59.9
1324,2015,Oryol Oblast,-5.2,11.2,16.4,76.64,66.3
1325,2015,Penza Oblast,-4.1,10.7,14.8,75.99,68.1
1326,2015,Perm Krai,0.5,14.7,14.2,74.35,75.5
1327,2015,Primorsky Krai,-0.8,12.7,13.5,67.3,76.9
1328,2015,Pskov Oblast,-7.2,11,18.2,78.92,70.4
1329,2015,Altai Republic,7.9,18.8,10.9,79.96,29.2
1330,2015,Komi Republic,1.3,13.7,12.4,66.2,77.7
1331,2015,Tuva Republic,13.5,23.8,10.3,78.69,53.9
1332,2015,Rostov Oblast,-1.8,12.1,13.9,72.23,67.9
1333,2015,Ryazan Oblast,-4.7,11.1,15.8,77.8,71.2
1334,2015,Samara Oblast,-1.4,12.8,14.2,71.93,80.3
1335,2015,Saint Petersburg,1.7,13.6,11.9,65.88,100
1336,2015,Saratov Oblast,-2.7,11.5,14.2,73.28,75.2
1337,2015,Sakhalin Oblast,0.4,13.7,13.3,67.75,81.4
1338,2015,Sverdlovsk Oblast,0.3,14.4,14.1,74.46,84.3
1339,2015,Sevastopol,-1.4,13.5,14.9,74.8,92.4
1340,2015,Republic of North Ossetia-Alania,3.9,14.6,10.7,73.97,64.1
1341,2015,Smolensk Oblast,-5.8,10.5,16.3,71.52,72
1342,2015,Stavropol Krai,1.4,13,11.6,70.06,58.1
1343,2015,Tambov Oblast,-6.3,9.8,16.1,75.37,59.8
1344,2015,Republic of Tatarstan,2.7,14.7,12,70.74,76.3
1345,2015,Tver Oblast,-6.5,11.2,17.7,78.47,75.2
1346,2015,Tomsk Oblast,2.1,13.6,11.5,65.52,71.9
1347,2015,Tula Oblast,-6.6,10.5,17.1,77.29,74.7
1348,2015,Tyumen Oblast,5.2,16.7,11.5,68.7,64.7
1349,2015,Udmurt Republic,1.7,14.6,12.9,74,65.5
1350,2015,Ulyanovsk Oblast,-3,11.9,14.9,73.37,74.5
1351,2015,Khabarovsk Krai,0.9,14.3,13.4,65.26,81.8
1352,2015,Republic of Khakassia,1.3,14.7,13.4,74.59,68.5
1353,2015,Khanty–Mansi Autonomous Okrug – Yugra,10.2,16.6,6.4,55.1,92.1
1354,2015,Chelyabinsk Oblast,0,13.9,13.9,74.67,82.5
1355,2015,Chechen Republic,18.2,23.1,4.9,78.2,34.7
1356,2015,Chuvash Republic,0.7,13.8,13.1,70.99,60.7
1357,2015,Chukotka Autonomous Okrug,4.1,13.6,9.5,54.09,68.3
1358,2015,Sakha (Yakutia) Republic,8.6,17.1,8.5,65.21,65.3
1359,2015,Yamalo-Nenets Autonomous Okrug,11.3,16.6,5.3,47.85,83.8
1360,2015,Yaroslavl Oblast,-3.4,12.2,15.6,77.5,81.7
1361,2016,Republic of Adygea,-0.9,12,12.9,77.92,47.3
1362,2016,Altai Krai,-2,12.1,14.1,80.68,56.2
1363,2016,Amur Oblast,-0.8,12.9,13.7,72.97,67.3
1364,2016,Arkhangelsk Oblast,-1.9,11.8,13.7,78.28,77.6
1365,2016,Astrakhan Oblast,2,14,12,75.56,66.5
1366,2016,Republic of Bashkortostan,0.8,13.7,12.9,74.47,61.8
1367,2016,Belgorod Oblast,-2.8,11.1,13.9,75.56,67.1
1368,2016,Bryansk Oblast,-4.7,10.9,15.6,77.18,69.9
1369,2016,Republic of Buryatia,5.2,16.4,11.2,75.54,59
1370,2016,Vladimir Oblast,-5.3,11.2,16.5,80.39,77.9
1371,2016,Volgograd Oblast,-2.5,11.2,13.7,76.56,76.7
1372,2016,Vologda Oblast,-1.7,13.3,15,78.85,72
1373,2016,Voronezh Oblast,-4.5,10.7,15.2,76.05,67.1
1374,2016,Republic of Dagestan,12.3,17.5,5.2,64.1,45
1375,2016,Jewish Autonomous Oblast,-1.8,13.4,15.2,74.59,68.6
1376,2016,Zabaykalsky Krai,2.3,14.6,12.3,72.64,67.7
1377,2016,Ivanovo Oblast,-5.2,10.9,16.1,78.96,81.3
1378,2016,Republic of Ingushetia,13,16.3,3.3,70.32,41.3
1379,2016,Irkutsk Oblast,1.4,14.8,13.4,75.82,79
1380,2016,Kabardino-Balkar Republic,5.4,14,8.6,68.39,52.2
1381,2016,Kaliningrad Oblast,-0.1,12.4,12.5,71.52,77.7
1382,2016,Republic of Kalmykia,2.6,12.4,9.8,72.54,45.2
1383,2016,Kaluga Oblast,-2.9,12.1,15,76.77,76.1
1384,2016,Kamchatka Krai,1.4,12.9,11.5,61.66,77.8
1385,2016,Karachay-Cherkess Republic,2.4,11.9,9.5,71.52,42.7
1386,2016,Republic of Karelia,-2.8,12,14.8,78.32,79.9
1387,2016,Kemerovo Oblast,-2.2,12.1,14.3,78.06,85.8
1388,2016,Kirov Oblast,-2.3,12.6,14.9,83.17,75.9
1389,2016,Kostroma Oblast,-3.6,12,15.6,81.62,71.5
1390,2016,Krasnodar Krai,0.3,13.2,12.9,77.39,54.3
1391,2016,Krasnoyarsk Krai,1.4,13.9,12.5,70.23,77
1392,2016,Republic of Crimea,-3.2,12,15.2,80.79,50.8
1393,2016,Kurgan Oblast,-3.5,12.4,15.9,88.18,61.8
1394,2016,Kursk Oblast,-5,11.1,16.1,79.05,67.3
1395,2016,Leningrad Oblast,-4.8,9.2,14,74.43,64.2
1396,2016,Lipetsk Oblast,-3.9,11.3,15.2,78.69,64.2
1397,2016,Magadan Oblast,-0.2,11.2,11.4,63.61,95.5
1398,2016,Mari El Republic,0.7,13.9,13.2,76.11,65.5
1399,2016,Republic of Mordovia,-4.3,9.8,14.1,71.66,61.9
1400,2016,Moscow,1.8,11.8,10,68.44,98.8
1401,2016,Moscow Oblast,0.1,13.1,13,69.68,81.6
1402,2016,Murmansk Oblast,-0.3,11.2,11.5,65.1,92.5
1403,2016,Nenets Autonomous Okrug,9.6,18.5,8.9,70.72,72.4
1404,2016,Nizhny Novgorod Oblast,-3.5,11.9,15.4,76.8,79.5
1405,2016,Novgorod Oblast,-5.8,11.7,17.5,84.11,70.8
1406,2016,Novosibirsk Oblast,0.8,13.8,13,72.78,78.7
1407,2016,Omsk Oblast,0.1,13.3,13.2,74.04,72.4
1408,2016,Orenburg Oblast,-0.1,13.4,13.5,77.47,59.9
1409,2016,Oryol Oblast,-5.5,10.9,16.4,79.48,66.6
1410,2016,Penza Oblast,-4.3,10.2,14.5,78.91,68.3
1411,2016,Perm Krai,0.3,14.1,13.8,77.45,75.6
1412,2016,Primorsky Krai,-1.4,12.2,13.6,69.89,77
1413,2016,Pskov Oblast,-6.8,11.1,17.9,81.95,70.5
1414,2016,Altai Republic,8.1,18,9.9,83.14,29.2
1415,2016,Komi Republic,0.7,13.1,12.4,69.53,77.9
1416,2016,Tuva Republic,13.4,23.2,9.8,81.43,54.2
1417,2016,Rostov Oblast,-2.3,11.6,13.9,74.92,67.8
1418,2016,Ryazan Oblast,-4.7,11.3,16,80.63,71.4
1419,2016,Samara Oblast,-1.4,12.5,13.9,75.06,80.2
1420,2016,Saint Petersburg,2.1,13.8,11.7,69.04,100
1421,2016,Saratov Oblast,-3.1,10.9,14,75.76,75.3
1422,2016,Sakhalin Oblast,1.1,14.2,13.1,70.76,81.6
1423,2016,Sverdlovsk Oblast,-0.2,13.8,14,77.58,84.5
1424,2016,Sevastopol,-1.2,12.7,13.9,75.96,92.7
1425,2016,Republic of North Ossetia-Alania,3.7,14.1,10.4,76.21,64.1
1426,2016,Smolensk Oblast,-5.9,10.3,16.2,74.43,72
1427,2016,Stavropol Krai,1.3,13,11.7,72.5,58.3
1428,2016,Tambov Oblast,-6.3,9.6,15.9,78.91,60.1
1429,2016,Republic of Tatarstan,2.7,14.3,11.6,73.75,76.4
1430,2016,Tver Oblast,-6.6,11.1,17.7,81.4,75.4
1431,2016,Tomsk Oblast,1.8,13.2,11.4,68.08,72.2
1432,2016,Tula Oblast,-6.8,10.2,17,79.73,74.7
1433,2016,Tyumen Oblast,4.5,15.9,11.4,71.47,65.3
1434,2016,Udmurt Republic,1.2,13.8,12.6,77.43,65.6
1435,2016,Ulyanovsk Oblast,-3.2,11.6,14.8,76.73,74.7
1436,2016,Khabarovsk Krai,0.3,13.4,13.1,67.83,82
1437,2016,Republic of Khakassia,1.3,14.1,12.8,77.88,68.8
1438,2016,Khanty–Mansi Autonomous Okrug – Yugra,9.5,15.7,6.2,58.12,92.2
1439,2016,Chelyabinsk Oblast,-0.3,13.3,13.6,77.61,82.6
1440,2016,Chechen Republic,16.6,21.3,4.7,78.95,34.8
1441,2016,Chuvash Republic,0,13.2,13.2,74.05,61.3
1442,2016,Chukotka Autonomous Okrug,3.6,13.6,10,56.18,69.2
1443,2016,Sakha (Yakutia) Republic,7.6,16,8.4,67.83,65.4
1444,2016,Yamalo-Nenets Autonomous Okrug,10.1,15.4,5.3,51.1,83.7
1445,2016,Yaroslavl Oblast,-3.6,12.1,15.7,80.23,81.7
